pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender,Rfare,RFR001,Fare_BC
1,1,2,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",55,0,0,112377,27.7208, ,C,6, ,"Stockholm, Sweden",1,924,.706422018348624,61.3984912084022
3,0,2,"Linehan, Mr. Michael", ,0,0,330971,7.8792, ,Q, , , ,0,281.5,.215214067278287,-7.51410132402977
1,1,2,"Lines, Miss. Mary Conover",16,0,1,PC 17592,39.4,D28,S,9, ,"Paris, France",1,1033.5,.790137614678899,75.0595104733988
1,1,2,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",51,0,1,PC 17592,39.4,D28,S,9, ,"Paris, France",1,1033.5,.790137614678899,75.0595104733988
3,0,2,"Ling, Mr. Lee",28,0,0,1601,56.4958, ,S, , , ,0,1106.5,.845948012232416,86.0483782250115
2,0,2,"Lingane, Mr. John",61,0,0,235509,12.35, ,Q, , , ,0,551,.421253822629969,23.0117285396478
3,0,2,"Lithman, Mr. Simon", ,0,0,S.O./P.P. 251,7.55, ,S, , , ,0,127.5,.0974770642201835,-33.7869449049441
3,0,1,"Lobb, Mr. William Arthur",30,1,0,A/5. 3336,16.1, ,S, , , ,0,722.5,.55237003058104,40.1096072013832
3,0,1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,1,0,A/5. 3336,16.1, ,S, , , ,1,722.5,.55237003058104,40.1096072013832
3,0,1,"Lockyer, Mr. Edward", ,0,0,1222,7.8792, ,S, ,153, ,0,281.5,.215214067278287,-7.51410132402977
1,0,0,"Long, Mr. Milton Clyde",29,0,0,113501,30,D6,S, ,126,"Springfield, MA",0,962,.735474006116208,65.8751929380871
1,1,0,"Longley, Miss. Gretchen Fiske",21,0,0,13502,77.9583,D9,S,10, ,"Hudson, NY",1,1176,.899082568807339,99.3572331844828
1,0,0,"Loring, Mr. Joseph Holland",30,0,0,113801,45.5, ,S, , ,"London / New York, NY",0,1053,.805045871559633,77.796763537733
2,0,1,"Louch, Mr. Charles Alexander",50,1,0,SC/AH 3085,26, ,S, ,121,"Weston-Super-Mare, Somerset",0,857.5,.655581039755352,54.0213585575019
2,1,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42,1,0,SC/AH 3085,26, ,S, , ,"Weston-Super-Mare, Somerset",1,857.5,.655581039755352,54.0213585575019
3,0,1,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25, ,S, , , ,0,108.5,.0829510703363914,-38.4157124358353
3,1,2,"Lulic, Mr. Nikola",27,0,0,315098,8.6625, ,S,15, , ,0,444,.339449541284404,11.8691757489561
3,0,2,"Lundahl, Mr. Johan Svensson",51,0,0,347743,7.0542, ,S, , , ,0,48.5,.0370795107033639,-59.1263865402257
3,1,0,"Lundin, Miss. Olga Elida",23,0,0,347469,7.8542, ,S,10, , ,1,265,.202599388379205,-9.78698828699505
3,1,2,"Lundstrom, Mr. Thure Edvin",32,0,0,350403,7.5792, ,S,15, , ,0,133,.101681957186544,-32.5428691815935
1,1,2,"Lurette, Miss. Elise",58,0,0,PC 17569,146.5208,B80,C, , , ,1,1256,.960244648318043,124.05599266852
3,0,2,"Lyntakoff, Mr. Stanko", ,0,0,349235,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
2,0,1,"Mack, Mrs. (Mary)",57,0,0,S.O./P.P. 3,10.5,E77,S, ,52,"Southampton / New York, NY",1,512,.391437308868502,19.0321115380284
3,0,1,"MacKay, Mr. George William", ,0,0,C.A. 42795,7.55, ,S, , , ,0,127.5,.0974770642201835,-33.7869449049441
3,1,2,"Madigan, Miss. Margaret ""Maggie""", ,0,0,370370,7.75, ,Q,15, , ,1,183,.139908256880734,-22.6417312338616
1,1,0,"Madill, Miss. Georgette Alexandra",15,0,1,24160,211.3375,B5,S,2, ,"St Louis, MO",1,1272.5,.972859327217125,132.909440014932
3,1,2,"Madsen, Mr. Fridtjof Arne",24,0,0,C 17369,7.1417, ,S,13, , ,0,54,.0412844036697248,-56.5560955028432
3,0,2,"Maenpaa, Mr. Matti Alexanteri",22,0,0,STON/O 2. 3101275,7.125, ,S, , , ,0,51.5,.0393730886850153,-57.6966470338372
1,0,0,"Maguire, Mr. John Edward",30,0,0,110469,26,C106,S, , ,"Brockton, MA",0,857.5,.655581039755352,54.0213585575019
3,0,2,"Mahon, Miss. Bridget Delia", ,0,0,330924,7.8792, ,Q, , , ,1,281.5,.215214067278287,-7.51410132402977
3,0,2,"Mahon, Mr. John", ,0,0,AQ/4 3130,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
1,1,1,"Maioni, Miss. Roberta",16,0,0,110152,86.5,B79,S,8, , ,1,1210,.925076452599388,107.831699547787
3,0,1,"Maisner, Mr. Simon", ,0,0,A/S 2816,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,2,"Makinen, Mr. Kalle Edvard",29,0,0,STON/O 2. 3101268,7.925, ,S, , , ,0,349,.266819571865443,1.07777510586357
2,0,2,"Malachard, Mr. Noel", ,0,0,237735,15.0458,D,C, , ,Paris,0,676,.516819571865443,35.478313845914
2,1,2,"Mallet, Master. Andre",1,0,2,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ",0,1023,.782110091743119,73.6330703505757
2,0,2,"Mallet, Mr. Albert",31,1,1,S.C./PARIS 2079,37.0042, ,C, , ,"Paris / Montreal, PQ",0,1023,.782110091743119,73.6330703505757
2,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",24,1,1,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ",1,1023,.782110091743119,73.6330703505757
3,1,2,"Mamee, Mr. Hanna", ,0,0,2677,7.2292, ,C,15, , ,0,87.5,.0668960244648318,-44.3070271347184
3,0,2,"Mangan, Miss. Mary",30.5,0,0,364850,7.75, ,Q, ,61, ,1,183,.139908256880734,-22.6417312338616
2,0,0,"Mangiavacchi, Mr. Serafino Emilio", ,0,0,SC/A.3 2861,15.5792, ,C, , ,"New York, NY",0,702,.536697247706422,38.0633258637661
3,1,2,"Mannion, Miss. Margareth", ,0,0,36866,7.7375, ,Q,16, , ,1,153.5,.117354740061162,-28.2100842425055
3,0,2,"Mardirosian, Mr. Sarkis", ,0,0,2655,7.2292,F E46,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
1,1,2,"Marechal, Mr. Pierre", ,0,0,11774,29.7,C47,C,7, ,"Paris, France",0,956,.730886850152905,65.1528257262347
3,0,2,"Markoff, Mr. Marin",35,0,0,349213,7.8958, ,C, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Markun, Mr. Johann",33,0,0,349257,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
1,0,0,"Marvin, Mr. Daniel Warner",19,1,0,113773,53.1,D30,S, , ,"New York, NY",0,1091.5,.834480122324159,83.6060501769832
1,1,0,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",18,1,0,113773,53.1,D30,S,10, ,"New York, NY",1,1091.5,.834480122324159,83.6060501769832
3,1,2,"Masselmani, Mrs. Fatima", ,0,0,2649,7.225, ,C,C, , ,1,65,.0496941896024465,-51.9937828715428
3,0,2,"Matinoff, Mr. Nicola", ,0,0,349255,7.8958, ,C, , , ,0,313,.239296636085627,-3.37898124803169
2,0,1,"Matthews, Mr. William John",30,0,0,28228,13, ,S, , ,"St Austall, Cornwall",0,592,.452599388379205,27.1312152712863
2,0,1,"Maybery, Mr. Frank Hubert",40,0,0,239059,16, ,S, , ,"Weston-Super-Mare / Moose Jaw, SK",0,715.5,.547018348623853,39.4098399107956
1,1,2,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24,0,0,PC 17482,49.5042,C90,C,6, ,"Belgium  Montreal, PQ",1,1065.5,.81460244648318,79.6187332173455
1,0,2,"McCaffry, Mr. Thomas Francis",46,0,0,13050,75.2417,C6,C, ,292,"Vancouver, BC",0,1164.5,.890290519877676,96.8590086106142
3,1,2,"McCarthy, Miss. Catherine ""Katie""", ,0,0,383123,7.75, ,Q,15 16, , ,1,183,.139908256880734,-22.6417312338616
1,0,0,"McCarthy, Mr. Timothy J",54,0,0,17463,51.8625,E46,S, ,175,"Dorchester, MA",0,1074.5,.821483180428135,80.9668993964187
3,1,0,"McCormack, Mr. Thomas Joseph", ,0,0,367228,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,1,2,"McCoy, Miss. Agnes", ,2,0,367226,23.25, ,Q,16, , ,1,805,.615443425076453,48.4884880449452
3,1,2,"McCoy, Miss. Alicia", ,2,0,367226,23.25, ,Q,16, , ,1,805,.615443425076453,48.4884880449452
3,1,2,"McCoy, Mr. Bernard", ,2,0,367226,23.25, ,Q,16, , ,0,805,.615443425076453,48.4884880449452
2,0,2,"McCrae, Mr. Arthur Gordon",32,0,0,237216,13.5, ,S, ,209,"Sydney, Australia",0,627,.479357798165138,30.6161898576199
2,0,2,"McCrie, Mr. James Matthew",30,0,0,233478,13, ,S, , ,"Sarnia, ON",0,592,.452599388379205,27.1312152712863
3,1,2,"McDermott, Miss. Brigdet Delia", ,0,0,330932,7.7875, ,Q,13, , ,1,238,.181957186544343,-13.697830876975
3,0,2,"McEvoy, Mr. Michael", ,0,0,36568,15.5, ,Q, , , ,0,694.5,.530963302752294,37.3167126917938
1,1,0,"McGough, Mr. James Robert",36,0,0,PC 17473,26.2875,E25,S,7, ,"Philadelphia, PA",0,891,.681192660550459,57.6757221124681
3,1,2,"McGovern, Miss. Mary", ,0,0,330931,7.8792, ,Q,13, , ,1,281.5,.215214067278287,-7.51410132402977
3,1,2,"McGowan, Miss. Anna ""Annie""",15,0,0,330923,8.0292, ,Q, , , ,1,361,.275993883792049,2.51026375856296
3,0,2,"McGowan, Miss. Katherine",35,0,0,9232,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
2,0,2,"McKane, Mr. Peter David",46,0,0,28403,26, ,S, , ,"Rochester, NY",0,857.5,.655581039755352,54.0213585575019
3,0,2,"McMahon, Mr. Martin", ,0,0,370372,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,1,"McNamee, Mr. Neal",24,1,0,376566,16.1, ,S, , , ,0,722.5,.55237003058104,40.1096072013832
3,0,1,"McNamee, Mrs. Neal (Eileen O'Leary)",19,1,0,376566,16.1, ,S, ,53, ,1,722.5,.55237003058104,40.1096072013832
3,0,2,"McNeill, Miss. Bridget", ,0,0,370368,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
3,0,1,"Meanwell, Miss. (Marion Ogden)", ,0,0,SOTON/O.Q. 392087,8.05, ,S, , , ,1,391.5,.299311926605505,6.05074478589431
3,0,2,"Meek, Mrs. Thomas (Annie Louise Rowley)", ,0,0,343095,8.05, ,S, , , ,1,391.5,.299311926605505,6.05074478589431
2,1,1,"Mellinger, Miss. Madeleine Violet",13,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT",1,749.5,.573012232415902,42.8215971355159
2,1,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT",1,749.5,.573012232415902,42.8215971355159
2,1,1,"Mellors, Mr. William John",19,0,0,SW/PP 751,10.5, ,S,B, ,"Chelsea, London",0,512,.391437308868502,19.0321115380284
3,0,1,"Meo, Mr. Alfonzo",55.5,0,0,A.5. 11206,8.05, ,S, ,201, ,0,391.5,.299311926605505,6.05074478589431
3,0,2,"Mernagh, Mr. Robert", ,0,0,368703,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
2,0,1,"Meyer, Mr. August",39,0,0,248723,13, ,S, , ,"Harrow-on-the-Hill, Middlesex",0,592,.452599388379205,27.1312152712863
1,0,0,"Meyer, Mr. Edgar Joseph",28,1,0,PC 17604,82.1708, ,C, , ,"New York, NY",0,1197.5,.915519877675841,104.492263998243
1,1,0,"Meyer, Mrs. Edgar Joseph (Leila Saks)", ,1,0,PC 17604,82.1708, ,C,6, ,"New York, NY",1,1197.5,.915519877675841,104.492263998243
3,1,2,"Midtsjo, Mr. Karl Albert",21,0,0,345501,7.775, ,S,15, , ,0,223.5,.170871559633028,-15.9128506854793
3,0,1,"Miles, Mr. Frank", ,0,0,359306,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
1,0,0,"Millet, Mr. Francis Davis",65,0,0,13509,26.55,E38,S, ,249,"East Bridgewater, MA",0,904.5,.69151376146789,59.1823771415937
2,0,2,"Milling, Mr. Jacob Christian",48,0,0,234360,13, ,S, ,271,"Copenhagen, Denmark",0,592,.452599388379205,27.1312152712863
1,0,0,"Minahan, Dr. William Edward",44,2,0,19928,90,C78,Q, ,230,"Fond du Lac, WI",0,1216,.929663608562691,109.551044960192
1,1,0,"Minahan, Miss. Daisy E",33,1,0,19928,90,C78,Q,14, ,"Green Bay, WI",1,1216,.929663608562691,109.551044960192
1,1,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",37,1,0,19928,90,C78,Q,14, ,"Fond du Lac, WI",1,1216,.929663608562691,109.551044960192
3,0,2,"Mineff, Mr. Ivan",24,0,0,349233,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Minkoff, Mr. Lazar",21,0,0,349211,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Mionoff, Mr. Stoytcho",28,0,0,349207,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
2,0,2,"Mitchell, Mr. Henry Michael",70,0,0,C.A. 24580,10.5, ,S, , ,"Guernsey / Montclair, NJ and/or Toledo, Ohio",0,512,.391437308868502,19.0321115380284
3,0,2,"Mitkoff, Mr. Mito", ,0,0,349221,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
1,1,0,"Mock, Mr. Philipp Edmund",30,1,0,13236,57.75,C78,C,11, ,"New York, NY",0,1115.5,.85282874617737,87.5718613345281
3,1,2,"Mockler, Miss. Helen Mary ""Ellie""", ,0,0,330980,7.8792, ,Q,16, , ,1,281.5,.215214067278287,-7.51410132402977
3,0,2,"Moen, Mr. Sigurd Hansen",25,0,0,348123,7.65,F G73,S, ,309, ,0,138.5,.105886850152905,-31.3357097440717
1,0,2,"Molson, Mr. Harry Markland",55,0,0,113787,30.5,C30,S, , ,"Montreal, PQ",0,970.5,.74197247706422,66.9095681909711
2,0,1,"Montvila, Rev. Juozas",27,0,0,211536,13, ,S, , ,"Worcester, MA",0,592,.452599388379205,27.1312152712863
3,1,2,"Moor, Master. Meier",6,0,1,392096,12.475,E121,S,14, , ,0,555.5,.424694189602446,23.4665871360363
3,1,2,"Moor, Mrs. (Beila)",27,0,1,392096,12.475,E121,S,14, , ,1,555.5,.424694189602446,23.4665871360363
1,0,0,"Moore, Mr. Clarence Bloomfield",47,0,0,113796,42.4, ,S, , ,"Washington, DC",0,1050.5,.803134556574923,77.4389647606619
3,0,0,"Moore, Mr. Leonard Charles", ,0,0,A4. 54510,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,1,2,"Moran, Miss. Bertha", ,1,0,371110,24.15, ,Q,16, , ,1,817,.624617737003058,49.7356806514263
3,0,2,"Moran, Mr. Daniel J", ,1,0,371110,24.15, ,Q, , , ,0,817,.624617737003058,49.7356806514263
3,0,2,"Moran, Mr. James", ,0,0,330877,8.4583, ,Q, , , ,0,430,.328746177370031,10.3468450378576
2,0,0,"Moraweck, Dr. Ernest",54,0,0,29011,14, ,S, , ,"Frankfort, KY",0,642,.490825688073394,32.1051221731613
2,0,1,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39,0,0,250655,26, ,S, , , ,0,857.5,.655581039755352,54.0213585575019
3,0,1,"Morley, Mr. William",34,0,0,364506,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,2,"Morrow, Mr. Thomas Rowan", ,0,0,372622,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,1,2,"Moss, Mr. Albert Johan", ,0,0,312991,7.775, ,S,B, , ,0,223.5,.170871559633028,-15.9128506854793
3,1,2,"Moubarek, Master. Gerios", ,1,1,2661,15.2458, ,C,C, , ,0,685,.523700305810398,36.3721825733464
3,1,2,"Moubarek, Master. Halim Gonios (""William George"")", ,1,1,2661,15.2458, ,C,C, , ,0,685,.523700305810398,36.3721825733464
3,1,2,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)", ,0,2,2661,15.2458, ,C,C, , ,1,685,.523700305810398,36.3721825733464
3,1,2,"Moussa, Mrs. (Mantoura Boulos)", ,0,0,2626,7.2292, ,C, , , ,1,87.5,.0668960244648318,-44.3070271347184
3,0,1,"Moutal, Mr. Rahamin Haim", ,0,0,374746,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
2,0,1,"Mudd, Mr. Thomas Charles",16,0,0,S.O./P.P. 3,10.5, ,S, , ,"Halesworth, England",0,512,.391437308868502,19.0321115380284
3,1,2,"Mullens, Miss. Katherine ""Katie""", ,0,0,35852,7.7333, ,Q,16, , ,1,149,.113914373088685,-29.1239451173061
3,1,2,"Mulvihill, Miss. Bertha E",24,0,0,382653,7.75, ,Q,15, , ,1,183,.139908256880734,-22.6417312338616
3,0,1,"Murdlin, Mr. Joseph", ,0,0,A./5. 3235,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,1,2,"Murphy, Miss. Katherine ""Kate""", ,1,0,367230,15.5, ,Q,16, , ,1,694.5,.530963302752294,37.3167126917938
3,1,2,"Murphy, Miss. Margaret Jane", ,1,0,367230,15.5, ,Q,16, , ,1,694.5,.530963302752294,37.3167126917938
3,1,2,"Murphy, Miss. Nora", ,0,0,36568,15.5, ,Q,16, , ,1,694.5,.530963302752294,37.3167126917938
3,0,2,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,0,0,347078,7.75, ,S, , , ,0,183,.139908256880734,-22.6417312338616
2,0,2,"Myles, Mr. Thomas Francis",62,0,0,240276,9.6875, ,Q, , ,"Cambridge, MA",0,486,.371559633027523,16.3328670748798
3,0,2,"Naidenoff, Mr. Penko",22,0,0,349206,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Najib, Miss. Adele Kiamie ""Jane""",15,0,0,2667,7.225, ,C,C, , ,1,65,.0496941896024465,-51.9937828715428
3,1,2,"Nakid, Miss. Maria (""Mary"")",1,0,2,2653,15.7417, ,C,C, , ,1,704,.53822629969419,38.2625839528209
3,1,2,"Nakid, Mr. Sahid",20,1,1,2653,15.7417, ,C,C, , ,0,704,.53822629969419,38.2625839528209
3,1,2,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,1,1,2653,15.7417, ,C,C, , ,1,704,.53822629969419,38.2625839528209
3,0,1,"Nancarrow, Mr. William Henry",33,0,0,A./5. 3338,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,2,"Nankoff, Mr. Minko", ,0,0,349218,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Nasr, Mr. Mustafa", ,0,0,2652,7.2292, ,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
2,0,0,"Nasser, Mr. Nicholas",32.5,1,0,237736,30.0708, ,C, ,43,"New York, NY",0,966.5,.738914373088685,66.4211559250187
2,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",14,1,0,237736,30.0708, ,C, , ,"New York, NY",1,966.5,.738914373088685,66.4211559250187
1,0,0,"Natsch, Mr. Charles H",37,0,1,PC 17596,29.7,C118,C, , ,"Brooklyn, NY",0,956,.730886850152905,65.1528257262347
3,0,0,"Naughton, Miss. Hannah", ,0,0,365237,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
2,1,2,"Navratil, Master. Edmond Roger",2,1,1,230080,26,F2,S,D, ,"Nice, France",0,857.5,.655581039755352,54.0213585575019
2,1,2,"Navratil, Master. Michel M",3,1,1,230080,26,F2,S,D, ,"Nice, France",0,857.5,.655581039755352,54.0213585575019
2,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",36.5,0,2,230080,26,F2,S, ,15,"Nice, France",0,857.5,.655581039755352,54.0213585575019
3,0,2,"Nenkoff, Mr. Christo", ,0,0,349234,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
2,0,1,"Nesson, Mr. Israel",26,0,0,244368,13,F2,S, , ,"Boston, MA",0,592,.452599388379205,27.1312152712863
1,1,0,"Newell, Miss. Madeleine",31,1,0,35273,113.275,D36,C,6, ,"Lexington, MA",1,1236,.944954128440367,115.994515197701
1,1,0,"Newell, Miss. Marjorie",23,1,0,35273,113.275,D36,C,6, ,"Lexington, MA",1,1236,.944954128440367,115.994515197701
1,0,0,"Newell, Mr. Arthur Webster",58,0,2,35273,113.275,D48,C, ,122,"Lexington, MA",0,1236,.944954128440367,115.994515197701
1,1,0,"Newsom, Miss. Helen Monypeny",19,0,2,11752,26.2833,D47,S,5, ,"New York, NY",1,889,.679663608562691,57.4542910295634
2,0,1,"Nicholls, Mr. Joseph Charles",19,1,1,C.A. 33112,36.75, ,S, ,101,"Cornwall / Hancock, MI",0,1019.5,.779434250764526,73.1643707205705
1,0,1,"Nicholson, Mr. Arthur Ernest",64,0,0,693,26, ,S, ,263,"Isle of Wight, England",0,857.5,.655581039755352,54.0213585575019
3,1,2,"Nicola-Yarred, Master. Elias",12,1,0,2651,11.2417, ,C,C, , ,0,535.5,.409403669724771,21.4386639394177
3,1,2,"Nicola-Yarred, Miss. Jamila",14,1,0,2651,11.2417, ,C,C, , ,1,535.5,.409403669724771,21.4386639394177
3,0,2,"Nieminen, Miss. Manta Josefina",29,0,0,3101297,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
3,0,2,"Niklasson, Mr. Samuel",28,0,0,363611,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,1,2,"Nilsson, Miss. Berta Olivia",18,0,0,347066,7.775, ,S,D, , ,1,223.5,.170871559633028,-15.9128506854793
3,1,2,"Nilsson, Miss. Helmina Josefina",26,0,0,347470,7.8542, ,S,13, , ,1,265,.202599388379205,-9.78698828699505
3,0,2,"Nilsson, Mr. August Ferdinand",21,0,0,350410,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Nirva, Mr. Iisakki Antino Aijo",41,0,0,SOTON/O2 3101272,7.125, ,S, , ,"Finland Sudbury, ON",0,51.5,.0393730886850153,-57.6966470338372
3,1,0,"Niskanen, Mr. Juha",39,0,0,STON/O 2. 3101289,7.925, ,S,9, , ,0,349,.266819571865443,1.07777510586357
2,0,1,"Norman, Mr. Robert Douglas",28,0,0,218629,13.5, ,S, ,287,Glasgow,0,627,.479357798165138,30.6161898576199
3,0,1,"Nosworthy, Mr. Richard Cater",21,0,0,A/4. 39886,7.8, ,S, , , ,0,249,.190366972477064,-12.0732918799552
2,1,2,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",20,0,0,SC/PARIS 2166,13.8625,D38,C,7, ,"Cologne, Germany",0,638.5,.488149847094801,31.7578380200506
3,0,2,"Novel, Mr. Mansouer",28.5,0,0,2697,7.2292, ,C, ,181, ,0,87.5,.0668960244648318,-44.3070271347184
2,1,0,"Nye, Mrs. (Elizabeth Ramell)",29,0,0,C.A. 29395,10.5,F33,S,11, ,"Folkstone, Kent / New York, NY",1,512,.391437308868502,19.0321115380284
3,1,2,"Nysten, Miss. Anna Sofia",22,0,0,347081,7.75, ,S,13, , ,1,183,.139908256880734,-22.6417312338616
3,0,2,"Nysveen, Mr. Johan Hansen",61,0,0,345364,6.2375, ,S, , , ,0,21,.0160550458715596,-77.6252679161215
3,0,2,"O'Brien, Mr. Thomas", ,1,0,370365,15.5, ,Q, , , ,0,694.5,.530963302752294,37.3167126917938
3,0,2,"O'Brien, Mr. Timothy", ,0,0,330979,7.8292, ,Q, , , ,0,252,.192660550458716,-11.6379497898714
3,1,2,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)", ,1,0,370365,15.5, ,Q, , , ,1,694.5,.530963302752294,37.3167126917938
3,0,2,"O'Connell, Mr. Patrick D", ,0,0,334912,7.7333, ,Q, , , ,0,149,.113914373088685,-29.1239451173061
3,0,2,"O'Connor, Mr. Maurice", ,0,0,371060,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,2,"O'Connor, Mr. Patrick", ,0,0,366713,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,2,"O'Donoghue, Ms. Bridget", ,0,0,364856,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
3,1,2,"O'Driscoll, Miss. Bridget", ,0,0,14311,7.75, ,Q,D, , ,1,183,.139908256880734,-22.6417312338616
3,1,2,"O'Dwyer, Miss. Ellen ""Nellie""", ,0,0,330959,7.8792, ,Q, , , ,1,281.5,.215214067278287,-7.51410132402977
3,1,2,"O'Keefe, Mr. Patrick", ,0,0,368402,7.75, ,Q,B, , ,0,183,.139908256880734,-22.6417312338616
3,1,2,"O'Leary, Miss. Hanora ""Norah""", ,0,0,330919,7.8292, ,Q,13, , ,1,252,.192660550458716,-11.6379497898714
3,0,2,"O'Sullivan, Miss. Bridget Mary", ,0,0,330909,7.6292, ,Q, , , ,1,134.5,.10282874617737,-32.2101042323701
3,0,2,"Odahl, Mr. Nils Martin",23,0,0,7267,9.225, ,S, , , ,0,464,.35474006116208,14.0125801409851
3,1,2,"Ohman, Miss. Velin",22,0,0,347085,7.775, ,S,C, , ,1,223.5,.170871559633028,-15.9128506854793
1,1,2,"Oliva y Ocana, Dona. Fermina",39,0,0,PC 17758,108.9,C105,C,8, , ,1,1229,.93960244648318,113.596223551683
3,1,2,"Olsen, Master. Artur Karl",9,0,1,C 17368,3.1708, ,S,13, , ,0,18,.0137614678899083,-80.7816451766453
3,0,2,"Olsen, Mr. Henry Margido",28,0,0,C 4001,22.525, ,S, ,173, ,0,795,.607798165137615,47.455888518695
3,0,0,"Olsen, Mr. Karl Siegwart Andreas",42,0,1,4579,8.4042, ,S, , , ,0,428,.327217125382263,10.1277705943666
3,0,2,"Olsen, Mr. Ole Martin", ,0,0,Fa 265302,7.3125, ,S, , , ,0,119,.0909785932721713,-35.789542311797
3,0,2,"Olsson, Miss. Elina",31,0,0,350407,7.8542, ,S, , , ,1,265,.202599388379205,-9.78698828699505
3,0,2,"Olsson, Mr. Nils Johan Goransson",28,0,0,347464,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,1,2,"Olsson, Mr. Oscar Wilhelm",32,0,0,347079,7.775, ,S,A, , ,0,223.5,.170871559633028,-15.9128506854793
3,0,2,"Olsvigen, Mr. Thor Anderson",20,0,0,6563,9.225, ,S, ,89,"Oslo, Norway Cameron, WI",0,464,.35474006116208,14.0125801409851
1,1,2,"Omont, Mr. Alfred Fernand", ,0,0,F.C. 12998,25.7417, ,C,7, ,"Paris, France",0,829,.633792048929664,50.992494039628
3,0,2,"Oreskovic, Miss. Jelka",23,0,0,315085,8.6625, ,S, , , ,1,444,.339449541284404,11.8691757489561
3,0,2,"Oreskovic, Miss. Marija",20,0,0,315096,8.6625, ,S, , , ,1,444,.339449541284404,11.8691757489561
3,0,2,"Oreskovic, Mr. Luka",20,0,0,315094,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
3,0,2,"Osen, Mr. Olaf Elon",16,0,0,7534,9.2167, ,S, , , ,0,462,.353211009174312,13.7997817123082
3,1,2,"Osman, Mrs. Mara",31,0,0,349244,8.6833, ,S, , , ,1,455,.347859327217125,13.0523574083221
1,1,2,"Ostby, Miss. Helene Ragnhild",22,0,1,113509,61.9792,B36,C,5, ,"Providence, RI",1,1129.5,.863532110091743,90.0399176853976
